epoch,acc,loss,val_acc,val_loss
0,0.05982372331448153,0.03144109669852819,0.05878048428545777,0.029870891116525224
1,0.059572041409560676,0.029363872694346423,0.05918403477804487,0.028777663544551725
2,0.05947287455609282,0.028511387531672684,0.05933897334541376,0.028568915145020315
3,0.05991428088232629,0.02830394501521553,0.059465322473542324,0.028584402700189068
4,0.05975021676623645,0.028141282011505273,0.0591107584969152,0.02809626813206616
5,0.06010358639079102,0.028096013730277678,0.05900061326409843,0.028667961213697732
6,0.05986314604982352,0.02796562523245742,0.059586236875861724,0.028273166920789773
7,0.06028616171033478,0.027907898672097132,0.05928748281449705,0.02799469726717248
8,0.060112895981134194,0.02777718498498704,0.05920982235537559,0.027776842890450147
9,0.05980559905048858,0.027804574835834553,0.0595013528896538,0.027831694962559668
10,0.05999703947847162,0.027608713057930664,0.05876786089813151,0.027724496961679834
11,0.059588491467949756,0.027685640726338362,0.05923354256822231,0.028075120336107588
12,0.05974441474187951,0.027628856924552348,0.05877703880298154,0.02771517201869583
13,0.05976224128938707,0.02774764260987489,0.0592797687644626,0.02774977094730922
14,0.059661306292803674,0.027683795938293017,0.05908256304734109,0.028003180715215445
15,0.05981209190748799,0.027627788982566896,0.05889302293442144,0.027785562315207273
16,0.05987389486480213,0.027536303139924345,0.058885773276914716,0.027553989865497164
17,0.059600331977697076,0.027531043596555813,0.05913948696178862,0.027609188478879998
18,0.059866110963371424,0.02758351743659794,0.05923596866545314,0.027519649790279977
19,0.059572557630490026,0.027545338404349917,0.05931230436892726,0.02762267141862904
0,0.05991660485558546,0.03137839180606623,0.05927779513667053,0.029865871983483158
1,0.059540831344582885,0.029157074005389617,0.059018585510413446,0.028640231612549832
2,0.059717911817712396,0.028478209213403865,0.05927790181845608,0.028243266094613112
3,0.05985655430566802,0.028215201599554342,0.059590977457922065,0.028147165002901268
4,0.05986598517996153,0.02809732255323675,0.05941493311532234,0.0280885209702241
5,0.05980888741820264,0.028001100773472412,0.05943505459020747,0.028275203754685452
6,0.059932047633055215,0.027949620001817655,0.059296369340596816,0.028678013357488107
7,0.060011648840338945,0.027848533372569092,0.05926247788272446,0.027834013578670522
8,0.06016619752646672,0.027800602380219492,0.0596818085474444,0.02778991588685616
9,0.05969582316387006,0.02772814079847151,0.05912083606465613,0.02768376694800778
10,0.05982417624139393,0.027779016778793814,0.05948229488104514,0.027809517208109695
11,0.059539920438230365,0.02770416488399809,0.059689505461676964,0.027728081576560447
12,0.059788508753491516,0.02766158968303798,0.05873010653947486,0.027489344487995185
13,0.0599422069732746,0.027638306770289733,0.05928722532087215,0.027712185279340513
14,0.059634358357712434,0.027611620717772206,0.05873181492689544,0.027545198051121794
15,0.05966162813570984,0.027619752304660437,0.05900355178899229,0.02763874882595054
16,0.05975567588881418,0.02755312636788674,0.05925727456348108,0.027510137880718096
17,0.0594691564370495,0.027549217282399133,0.059187049858162324,0.027524893258504022
18,0.05962510691884561,0.027555409673699564,0.05912826531851659,0.02737287419599601
19,0.05982963990716447,0.027467703566776108,0.058410337701949776,0.02741214410584717
