epoch,acc,loss,val_acc,val_loss
0,0.06190121406850246,0.029618287515795098,0.06118949156806303,0.022562313307808037
1,0.061994154545740435,0.021988801153164875,0.06120023880450049,0.021368521829907058
0,0.06190969574360305,0.02951451376108367,0.061180551555984904,0.022309704864414786
1,0.061996001458429977,0.02188106362434491,0.061211974177312875,0.02129223305400621
2,0.06201377304014705,0.02121866171543221,0.061246615775333316,0.020794813806173946
3,0.06202909340208984,0.020815734728853636,0.06126073565753967,0.020611112590227847
4,0.062040084456446036,0.02051273002111601,0.06126647332322426,0.020501518252082854
5,0.062041153725145994,0.020308346924585993,0.06127095759932901,0.02043967536419196
6,0.062039888045550884,0.02016129291899178,0.06127516753772007,0.020336937486405478
7,0.06204406399308782,0.020045817106975776,0.06127742593144814,0.019994746857219907
8,0.06205250260464826,0.019949505500730002,0.06127726472467841,0.019868717148208682
9,0.062034508927766706,0.019867580084398064,0.061276926722296544,0.019814240976888116
10,0.062049973351362635,0.01979691187489422,0.06127680704011439,0.01977972686005059
11,0.06204775292468603,0.01973136900665033,0.06127490491818302,0.019995498688080194
12,0.06204381692928356,0.01966907330598202,0.06127600877020633,0.019979751028943282
13,0.06206012882321385,0.019614216778160602,0.06127347860850419,0.020163864891496172
0,0.06205421544136509,0.019560742958133148,0.06128052680778526,0.01934528101501312
1,0.06206511941816658,0.019512648703436563,0.06128139271008793,0.01934078666510095
2,0.06205884631798912,0.019463805683590518,0.06128231053536501,0.01930294937577007
3,0.062057142197528226,0.01942105380922786,0.06128375515748253,0.019270062817266335
4,0.0620620720100482,0.019379515049861247,0.06128450536903632,0.019284700952681706
5,0.062059626892752455,0.019341190809801227,0.061284687409265,0.019287602654572553
6,0.06205437783499794,0.01930393452741965,0.061284786122957534,0.01948372160221673
7,0.062056065091830585,0.01926816121680242,0.06128321947005798,0.01932794486381045
8,0.06206234184209615,0.01923121752335969,0.06128212861911078,0.019245597155353317
9,0.062043213205848595,0.019197000271815205,0.06128120422540995,0.01922496313949121
10,0.062057637641174446,0.019163451479685543,0.061280017104657816,0.019184320127345805
