epoch,acc,loss,val_acc,val_loss
0,0.061907520567047895,0.017259916015761403,0.06119405253147281,0.013413411266230435
1,0.06199443897939857,0.012902562351112775,0.06121350433985659,0.012252654464975388
2,0.06200896585708509,0.012219690285914655,0.0612336739790243,0.011916123290597661
3,0.062021443823493685,0.011930323056135093,0.06124862334327692,0.011719764011377823
4,0.062034801901521996,0.011734123912239968,0.061253803150042516,0.011645551754855923
5,0.06203702265211131,0.01160425310014211,0.061257313603173984,0.011587557333958639
6,0.06203549954078014,0.01150717929068261,0.061262063166734784,0.0115284124065042
7,0.06204009841988526,0.011430623616129957,0.061266056001319506,0.011408490216662319
8,0.06204875848515601,0.01136682555216188,0.06126796329578437,0.01134879843644695
9,0.06203150599923994,0.011314443461127515,0.061269848536634794,0.01132345693100221
10,0.062047520491783116,0.0112691107732588,0.0612710224949062,0.011268204052724013
11,0.06204562838311671,0.01122934678013261,0.061271302117304416,0.011290286838696938
12,0.062042392699994085,0.011193919291901302,0.06127233055845177,0.011269480682783788
13,0.06205860383912126,0.011163521988007729,0.06127229803771668,0.011336080866731543
14,0.062057943551305825,0.011134291998372348,0.06127403638775452,0.011193082091524238
15,0.06205189111989146,0.011107160075241982,0.06127502833462488,0.011093045520221964
16,0.062059684473258186,0.011081393595366884,0.06127639234330288,0.010980515386566428
17,0.06206189838775061,0.011057888623075884,0.06127738945949701,0.010960896154137135
18,0.06205386420210662,0.011036722176678804,0.061277675602587234,0.010953569730838041
19,0.06205858401208061,0.011015869754119875,0.06127793301885208,0.010937158075486956
